result_id,primary_submitter,level,type,title,description,lead_contact_person,gender_level,climate_change_level,actors,is_krs,krs_link,from_previous_portfolio,legacy_id,contributing_initiatives,non_pooled_projects,primary_center,contributing_centers,toc_results,action_areas,impact_areas,toc_sdgs,partners,countries,regions,linked_results,evidence_1,evidence_2,evidence_3,type_of_output,type_of_science,summary_of_findings_for_generating_keywords_and_themes,themes,sub_themes,abstract
1999,INIT-32,Initiative output,Knowledge product,Innovative finance mechanisms to protect water resources in the Xin’an River Basin,"This brief shows how innovative financing can help cut agricultural pollution in the People's Republic of China’s Xin'an River Basin by plugging funding gaps for nature-based solutions that also mitigate against climate change.  It highlights the importance of the basin that supplies drinking water to 10 million people and explains how insufficient financing is limiting the effectiveness of existing ecological compensation schemes. Offering policy recommendations to incentivize environmental protections, the brief details how two ADB-backed funds can be scaled up to support efforts by farmers and small businesses to make the watershed green, sustainable, and inclusive.",Kevin Chen,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,IFPRI,NA,• [INIT-32] 4.3   Institutional arrangements to facilitate scaling of technologies,• Systems Transformation,"• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 15: Life on Land
 • Goal 16: Peace, Justice and Strong Institutions
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 8: Decent Work and Economic Growth",• ADB - Asian Development Bank [Innovation] - Philippines,China,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127445,NA,NA,Brief,Solutions,Innovative finance mechanisms to protect water resources in the Xin’an River Basin,Finance,Water resources protection,"This brief shows how innovative financing can help cut agricultural pollution in the People's Republic of China’s Xin'an River Basin by plugging funding gaps for nature-based solutions that also mitigate against climate change.  It highlights the importance of the basin that supplies drinking water to 10 million people and explains how insufficient financing is limiting the effectiveness of existing ecological compensation schemes. Offering policy recommendations to incentivize environmental protections, the brief details how two ADB-backed funds can be scaled up to support efforts by farmers and small businesses to make the watershed green, sustainable, and inclusive."
2001,INIT-32,Initiative output,Knowledge product,Circular agriculture for sustainable and low-carbon development in the People’s Republic of China,"Detailing the environmental impact of the PRC's previous high-growth agricultural policies, it outlines its plan to cut emissions from fertilizers, paddy fields, and livestock to help reach its 2060 carbon neutrality target. Drawing on ADB field studies, it recommends the PRC build institutional capacity, boost private investment, and develop bio-based value chains to create a low-carbon, circular model that helps the rural sector become more prosperous and sustainable.",Kevin Chen,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,IFPRI,NA,• [INIT-32] 1.4  Emission reduction pathways identified and prioritized,• Systems Transformation,• Climate Adaptation and Mitigation,• Goal 13: Climate Action,"• ZJU - Zhejiang University [Innovation] - China
 • ADB - Asian Development Bank [Innovation] - Philippines",China,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127451,NA,NA,Brief,Solutions,"Circular agriculture for sustainable and low-carbon development in the People’s Republic of China. Drawing on ADB field studies, it recommends the PRC build institutional capacity, boost private investment, and develop bio-based value chains to create a low-carbon, circular model that helps the rural sector become more prosperous and sustainable.",Policies and institutions,Creating low carbon circular model,"Detailing the environmental impact of the PRC's previous high-growth agricultural policies, it outlines its plan to cut emissions from fertilizers, paddy fields, and livestock to help reach its 2060 carbon neutrality target. Drawing on ADB field studies, it recommends the PRC build institutional capacity, boost private investment, and develop bio-based value chains to create a low-carbon, circular model that helps the rural sector become more prosperous and sustainable."
2003,INIT-32,Initiative output,Knowledge product,The role of sectoral coverage in emission abatement costs: Evidence from marginal cost savings,"Sectoral coverage that plays a critical role in operationalizing the emission trading scheme (ETS), has gained substantive attention. Despite the insightful views on sectoral coverage from the emission reduction potential or carbon leakage, previous studies overlook the cost-effectiveness of ETS in the sense that the varying marginal contributions of each sector to reducing emission abatement costs (EACs) (which is defined as marginal cost savings, MCSs) remain underexplored. To fill this gap, this paper proposes a costs-oriented approach for sectoral coverage (COASCO), which ranks the sectors by estimating and comparing their MCSs. Taking China's climate targets by 2030 as an example, we conduct an empirical study that implements the COASCO method to explore the impacts of sectoral coverage on China's EACs. Our analysis demonstrates that, while coverage extension generally reduces China's EACs, a small sectoral coverage can already lead to a substantial decline in the national EACs. The results underpin the Pareto principle that covering six sectors (i.e. Electricity production, Metallurgy, Transport and storage, Petroleum and gas, Nonmetal mining) out of 29 can reduce China's EACs by over 80% compared to covering Electricity production only. Although coverage extension may reduce the differences in EACs between sectors and improve market activation, extending the sectoral coverage probably gives rise to the number of big carbon traders, which then increases the risks of market manipulation. As a result, covering those six sectors can reach a balance between ETS market activation and risks. By providing a generalized and systematic framework for determining the sectoral coverage, this study makes it possible to minimize the total EACs associated with any sectoral coverages, thus assisting policymakers in fulfilling China's latest ambitious goals of reaching carbon peaking by 2030 and carbon neutrality by 2060 in a cost-effective manner.",Kevin Chen,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,IFPRI,NA,• [INIT-32] 4.3   Institutional arrangements to facilitate scaling of technologies,• Systems Transformation,"• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 15: Life on Land
 • Goal 16: Peace, Justice and Strong Institutions
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 8: Decent Work and Economic Growth","• ZJU - Zhejiang University [Innovation, Innovation] - China",China,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127454,NA,NA,Journal article,Methods,"The role of sectoral coverage in emission abatement costs: Evidence from marginal cost savings. Sectoral coverage that plays a critical role in operationalizing the emission trading scheme (ETS), has gained substantive attention. Despite the insightful views on sectoral coverage from the emission reduction potential or carbon leakage, previous studies overlook the cost-effectiveness of ETS in the sense that the varying marginal contributions of each sector to reducing emission abatement costs (EACs) (which is defined as marginal cost savings, MCSs) remain underexplored. To fill this gap, this paper proposes a costs-oriented approach for sectoral coverage (COASCO), which ranks the sectors by estimating and comparing their MCSs.",Measuring emissions,"Policies and institutions, emission trading schemes","Sectoral coverage that plays a critical role in operationalizing the emission trading scheme (ETS), has gained substantive attention. Despite the insightful views on sectoral coverage from the emission reduction potential or carbon leakage, previous studies overlook the cost-effectiveness of ETS in the sense that the varying marginal contributions of each sector to reducing emission abatement costs (EACs) (which is defined as marginal cost savings, MCSs) remain underexplored. To fill this gap, this paper proposes a costs-oriented approach for sectoral coverage (COASCO), which ranks the sectors by estimating and comparing their MCSs. Taking China's climate targets by 2030 as an example, we conduct an empirical study that implements the COASCO method to explore the impacts of sectoral coverage on China's EACs. Our analysis demonstrates that, while coverage extension generally reduces China's EACs, a small sectoral coverage can already lead to a substantial decline in the national EACs. The results underpin the Pareto principle that covering six sectors (i.e. Electricity production, Metallurgy, Transport and storage, Petroleum and gas, Nonmetal mining) out of 29 can reduce China's EACs by over 80% compared to covering Electricity production only. Although coverage extension may reduce the differences in EACs between sectors and improve market activation, extending the sectoral coverage probably gives rise to the number of big carbon traders, which then increases the risks of market manipulation. As a result, covering those six sectors can reach a balance between ETS market activation and risks. By providing a generalized and systematic framework for determining the sectoral coverage, this study makes it possible to minimize the total EACs associated with any sectoral coverages, thus assisting policymakers in fulfilling China's latest ambitious goals of reaching carbon peaking by 2030 and carbon neutrality by 2060 in a cost-effective manner."
2006,INIT-32,Initiative output,Knowledge product,Multi-objective energy planning for China's dual carbon goals,"Long-term dependence on fossil fuels for economic growth is a primary driver of carbon emissions in emerging economies such as China. To achieve China's dual carbon goals (DCGs) of carbon peaking and carbon neutrality, we developed a dynamic input-output multi-objective optimisation model, combined with scenario setting, to explore the optimization pathways of carbon emissions, economic growth, and energy consumption. With reference to policy reports, we set different economic growth scenarios, and consider ambitious, moderate, and conservative carbon emission scenarios. The results showed that large-scale expansion of the tertiary industry is essential to realize the DCGs. The cumulative carbon emissions for the ambitious scenario were approximately 1.8 times higher than those for the conservative scenario. Further, the carbon intensity in 2030 would decrease by >69.2 % compared to the 2005 level. It means that China can achieve carbon reduction targets for 2030. We projected that future Chinese energy consumption will peak in 2035, reaching 180.64 EJ. We also optimized the installed electricity generation mix to be consistent with future development scenarios for China. This study provides valuable insights into the strategies and policy requirements to meet China's newly announced DCGs to assist in mitigating global climate change.",NA,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,IFPRI,NA,• [INIT-32] 1.4  Emission reduction pathways identified and prioritized,• Systems Transformation,• Climate Adaptation and Mitigation,• Goal 13: Climate Action,"• DLSU - De La Salle University [Innovation] - Philippines
 • ZJU - Zhejiang University [Innovation, Innovation] - China",China,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127453,NA,NA,Journal article,Methods,Multi-objective energy planning for China's dual carbon goals,Measuring emissions,Energy planning,"Long-term dependence on fossil fuels for economic growth is a primary driver of carbon emissions in emerging economies such as China. To achieve China's dual carbon goals (DCGs) of carbon peaking and carbon neutrality, we developed a dynamic input-output multi-objective optimisation model, combined with scenario setting, to explore the optimization pathways of carbon emissions, economic growth, and energy consumption. With reference to policy reports, we set different economic growth scenarios, and consider ambitious, moderate, and conservative carbon emission scenarios. The results showed that large-scale expansion of the tertiary industry is essential to realize the DCGs. The cumulative carbon emissions for the ambitious scenario were approximately 1.8 times higher than those for the conservative scenario. Further, the carbon intensity in 2030 would decrease by >69.2 % compared to the 2005 level. It means that China can achieve carbon reduction targets for 2030. We projected that future Chinese energy consumption will peak in 2035, reaching 180.64 EJ. We also optimized the installed electricity generation mix to be consistent with future development scenarios for China. This study provides valuable insights into the strategies and policy requirements to meet China's newly announced DCGs to assist in mitigating global climate change."
2010,INIT-32,Initiative output,Knowledge product,Disentangling the numbers behind agriculture-driven tropical deforestation,"Agricultural expansion is recognized as a major driver of forest loss in the tropics. However, accurate data on the links between agriculture and tropical deforestation are lacking. Pendrill et al. synthesized existing research and datasets to quantify the extent to which tropical deforestation from 2011 to 2015 was associated with agriculture. They estimated that at least 90% of deforested land occurred in landscapes where agriculture drove forest loss, but only about half was converted into productive agricultural land. Data availability and trends vary across regions, suggesting complex links between agriculture and forest loss. —BEL",NA,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,CIAT (Alliance),NA,• [INIT-32] 2.3  More robust GHG emission and mitigation data,• Systems Transformation,• Climate Adaptation and Mitigation,• Goal 13: Climate Action,"• UC - University of California [Innovation] - United States of America
 • UM - University of Maryland [Innovation] - United States of America
 • CAM - University of Cambridge [Innovation] - United Kingdom of Great Britain and Northern Ireland
 • HU - Humboldt University - Berlin [Innovation] - Germany
 • ETHZ - ETH Zurich [Innovation] - Switzerland
 • CHALMERS - Chalmers University of Technology [Innovation] - Sweden
 • WUR - Wageningen University and Research Centre [Innovation] - Netherlands
 • SEI - Stockholm Environment Institute [Innovation] - Sweden
 • GFZ - Helmholtz Centrum Potsdam (Deutsches GeoForschungsZentrum) / German Research Centre for Geosciences [Innovation] - Germany
 • WEF - World Economic Forum [Innovation] - Switzerland
 • WRI - World Resources Institute [Innovation] - United States of America",NA,NA,NA,https://cgspace.cgiar.org/handle/10568/125045,NA,NA,Journal article,Impacts,"Disentangling the numbers behind agriculture-driven tropical deforestation: Agricultural expansion is recognized as a major driver of forest loss in the tropics. However, accurate data on the links between agriculture and tropical deforestation are lacking. Pendrill et al. synthesized existing research and datasets to quantify the extent to which tropical deforestation from 2011 to 2015 was associated with agriculture. They estimated that at least 90% of deforested land occurred in landscapes where agriculture drove forest loss, but only about half was converted into productive agricultural land. Data availability and trends vary across regions, suggesting complex links between agriculture and forest loss. —BEL",On natural systems,Agriculture driven deforestation,"Agricultural expansion is recognized as a major driver of forest loss in the tropics. However, accurate data on the links between agriculture and tropical deforestation are lacking. Pendrill et al. synthesized existing research and datasets to quantify the extent to which tropical deforestation from 2011 to 2015 was associated with agriculture. They estimated that at least 90% of deforested land occurred in landscapes where agriculture drove forest loss, but only about half was converted into productive agricultural land. Data availability and trends vary across regions, suggesting complex links between agriculture and forest loss. —BEL"
2014,INIT-30,Initiative output,Knowledge product,Environmental footprints of Chinese foods and beverages: Literature-based construction of a LCA database,"To accurately estimate and model the impact of food consumption and potential dietary changes on environment and climate change, the need for country specific data is evident. This study developed a Chinese Food Life Cycle Assessment Database (CFLCAD) in which Greenhouse Gas Emissions (GHGE) for 80 food items, Water Use (WU) for 93 food items and Land Use (LU) for 50 food items were collected through a literature review. To estimate the environmental footprints of food from production to consumption, the study applied conversion factors for the edible portion of food, food loss ratio and processing, storage, packaging, transportation, and food preparation stages. In addition, when no LCA data of a certain food was available, data from food groups with similar nutritional composition or cultivation condition were used as proxies. The database covered 17 food groups and each food item was referenced to the Chinese Food Composition Table and has a unique food code. The CFLCAD can be used to link individual-level food consumption data with nutrition survey in China, to allow for a more accurate estimation of the environmental footprints of Chinese diets.",NA,(0) Not targeted,(2) Principal,NA,0,NA,No,NA,NA,NA,IFPRI,NA,• [INIT-30] (4) Stakeholders improve the design and implementation of the national roadmap towards food systems transformation for sustainable healthy diets.,• Systems Transformation,"• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 10: Reducing Inequalities
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 8: Decent Work and Economic Growth","• CAU - China Agricultural University [Innovation] - China
 • WUR - Wageningen University and Research Centre [Innovation] - Netherlands",China,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127004,NA,NA,Journal article,Methods,Environmental footprints of Chinese foods and beverages: Literature-based construction of a LCA database,Measuring emissions,Food sector,"To accurately estimate and model the impact of food consumption and potential dietary changes on environment and climate change, the need for country specific data is evident. This study developed a Chinese Food Life Cycle Assessment Database (CFLCAD) in which Greenhouse Gas Emissions (GHGE) for 80 food items, Water Use (WU) for 93 food items and Land Use (LU) for 50 food items were collected through a literature review. To estimate the environmental footprints of food from production to consumption, the study applied conversion factors for the edible portion of food, food loss ratio and processing, storage, packaging, transportation, and food preparation stages. In addition, when no LCA data of a certain food was available, data from food groups with similar nutritional composition or cultivation condition were used as proxies. The database covered 17 food groups and each food item was referenced to the Chinese Food Composition Table and has a unique food code. The CFLCAD can be used to link individual-level food consumption data with nutrition survey in China, to allow for a more accurate estimation of the environmental footprints of Chinese diets."
2062,INIT-18,Initiative output,Knowledge product,"Climate variability, Food (in)Security and Conflict on Hatiya Island","Delivered during the UIU-WUR Knowledge Workshop on Climate and Food Security in Bangladesh, the presentation discussed the results of the focus group discussions in climate vulnerable areas and case studies on Fishermen-Coastaguard conflict.",NA,(1) Significant,(2) Principal,NA,0,NA,No,NA,NA,NA,Bioversity (Alliance),NA,• [INIT-18] 5.2 Climate action plans,"• Resilient Agrifood Systems
 • Systems Transformation","• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 6: Clean Water and Sanitation",• WUR - Wageningen University and Research Centre [Innovation] - Netherlands,Bangladesh,South Asia,NA,https://cgspace.cgiar.org/handle/10568/127550,NA,NA,Presentation,Impacts,"Climate variability, Food (in)Security and Conflict on Hatiya Island",On food systems,Impact of CC on food security and conflict,"Delivered during the UIU-WUR Knowledge Workshop on Climate and Food Security in Bangladesh, the presentation discussed the results of the focus group discussions in climate vulnerable areas and case studies on Fishermen-Coastaguard conflict."
2068,INIT-18,Initiative output,Knowledge product,Straw Management Adoption Capacity in Long An Province,"The study aims to evaluate the straw management adoption capacity in Long An province. Key informant interview (KII) with district-level DARD officials in Long An province were conducted to determine the straw management adoption capacity in Winter-Spring, Summer-Autumn, and Autumn-Winter season.",NA,(1) Significant,(2) Principal,NA,0,NA,No,NA,NA,NA,IRRI,NA,• [INIT-18] 5.3 Delta development pathways,"• Resilient Agrifood Systems
 • Systems Transformation","• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 6: Clean Water and Sanitation",NA,The Socialist Republic of Viet Nam,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127555,NA,NA,Report,Methods,Straw Management Adoption Capacity in Long An Province,Economic and/or policy analysis,"Adaptation, agronomic practics; Willingness to adopt","The study aims to evaluate the straw management adoption capacity in Long An province. Key informant interview (KII) with district-level DARD officials in Long An province were conducted to determine the straw management adoption capacity in Winter-Spring, Summer-Autumn, and Autumn-Winter season."
2070,INIT-18,Initiative output,Knowledge product,Straw Management Adoption Capacity in Dong Thap Province,"The study aimed to evaluate the straw management adoption capacity in Dong Thap province. Key informant interview (KII) with district-level DARD officials in Dong Thap province were conducted to determine the straw management adoption capacity in Winter-Spring, Summer-Autumn, and Autumn-Winter season.",NA,(1) Significant,(2) Principal,NA,0,NA,No,NA,NA,NA,IRRI,NA,• [INIT-18] 5.3 Delta development pathways,"• Resilient Agrifood Systems
 • Systems Transformation","• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 6: Clean Water and Sanitation",NA,The Socialist Republic of Viet Nam,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127554,NA,NA,Report,Methods,Straw Management Adoption Capacity in Dong Thap Province,Economic and/or policy analysis,"Adaptation, agronomic practics; Willingness to adopt","The study aimed to evaluate the straw management adoption capacity in Dong Thap province. Key informant interview (KII) with district-level DARD officials in Dong Thap province were conducted to determine the straw management adoption capacity in Winter-Spring, Summer-Autumn, and Autumn-Winter season."
2073,INIT-18,Initiative output,Knowledge product,NDC Analysis for Vietnam’s agriculture sector targets by 2030,"Production of rice is essential to Vietnam’s economy but paddy rice production also contributes significantly to the nation’s greenhouse gas (GHG) emissions. Rice production emitted 45 million tons of carbon dioxide equivalent (MtCO2e) in 2010, equating to 18% of total national GHG emissions (Tran et al., 2019). A variety of options to reduce GHG emissions during the production of rice must be implemented to achieve Vietnam’s Nationally Determined Contribution (NDC) and green growth strategies. One of the most promising options is alternate wetting and drying (AWD), an irrigation technique in which fields are irrigated and then allowed to dry out to a certain point before irrigation commences. This technique can reduce methane emissions by as much as 50% on average without a reduction in yield (Carrijo et al. 2017). We provide multiple project scenarios (MARD, 2016; Mai & Ngo, 2020; and Tran et al., 2019) to achieve this target under differing technology adoption baselines and with low to high infrastructure investment prospects.",NA,(1) Significant,(2) Principal,NA,0,NA,No,NA,NA,NA,IRRI,NA,• [INIT-18] 5.2 Climate action plans,"• Resilient Agrifood Systems
 • Systems Transformation","• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 6: Clean Water and Sanitation",• IPSARD - Institute of Policy and Strategy for Agriculture and Rural Development [Innovation] - The Socialist Republic of Viet Nam,The Socialist Republic of Viet Nam,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127553,NA,NA,Report,Solutions,"NDC Analysis for Vietnam’s agriculture sector targets by 2030. One of the most promising options is alternate wetting and drying (AWD), an irrigation technique in which fields are irrigated and then allowed to dry out to a certain point before irrigation commences. This technique can reduce methane emissions by as much as 50% on average without a reduction in yield (Carrijo et al. 2017). We provide multiple project scenarios (MARD, 2016; Mai & Ngo, 2020; and Tran et al., 2019) to achieve this target under differing technology adoption baselines and with low to high infrastructure investment prospects.",Mitigation and/with adaptation co-benefits,Rice: Alternate wetting and drying,"Production of rice is essential to Vietnam’s economy but paddy rice production also contributes significantly to the nation’s greenhouse gas (GHG) emissions. Rice production emitted 45 million tons of carbon dioxide equivalent (MtCO2e) in 2010, equating to 18% of total national GHG emissions (Tran et al., 2019). A variety of options to reduce GHG emissions during the production of rice must be implemented to achieve Vietnam’s Nationally Determined Contribution (NDC) and green growth strategies. One of the most promising options is alternate wetting and drying (AWD), an irrigation technique in which fields are irrigated and then allowed to dry out to a certain point before irrigation commences. This technique can reduce methane emissions by as much as 50% on average without a reduction in yield (Carrijo et al. 2017). We provide multiple project scenarios (MARD, 2016; Mai & Ngo, 2020; and Tran et al., 2019) to achieve this target under differing technology adoption baselines and with low to high infrastructure investment prospects."
2086,INIT-18,Initiative output,Knowledge product,DeRisking coffee in Vietnem: Piloting a Coffee Climate Protection Insurance scheme to enhance the capacity of smallholders and agribusinesses in coping with climate variability and change,"While the Central Highlands in Vietnam are the largest production hub for coffee in the country and the largest Robusta coffee producer in the world, the region remains the second poorest region in the country. This makes it even more difficult for local smallholder farmers to build resilience against the increasing impacts of climate change. With the aim of reducing their vulnerability, the Alliance of Biodiversity International and CIAT together with partner organizations is piloting a Coffee Climate Protection Insurance (CCPI) scheme to enhance the capacity of smallholders and agribusinesses to cope with climate variability and change. The scheme incorporates the use of forecasts into agro-advisories, and an integrated index insurance approach for drought, excessive rainfall and temperature for coffee farmers to reduce risks and encourage good farm-management practices.",NA,(1) Significant,(2) Principal,NA,0,NA,No,NA,NA,• Applying seasonal climate forecasting and innovative insurance solutions to climate risk management in agriculture in SE Asia,Bioversity (Alliance),NA,• [INIT-18]  3.3 Innovative financing models,"• Resilient Agrifood Systems
 • Systems Transformation","• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 12: Responsible Consumption and Production
 • Goal 13: Climate Action
 • Goal 2: Zero Hunger
 • Goal 5: Gender Equality
 • Goal 6: Clean Water and Sanitation",• USQ - University of Southern Queensland [Innovation] - Australia,The Socialist Republic of Viet Nam,Southeast Asia and the Pacific,NA,https://cgspace.cgiar.org/handle/10568/127551,NA,NA,Brief,Solutions,DeRisking coffee in Vietnem: Piloting a Coffee Climate Protection Insurance scheme to enhance the capacity of smallholders and agribusinesses in coping with climate variability and change,Adaptation,Crop insurance (coffee),"While the Central Highlands in Vietnam are the largest production hub for coffee in the country and the largest Robusta coffee producer in the world, the region remains the second poorest region in the country. This makes it even more difficult for local smallholder farmers to build resilience against the increasing impacts of climate change. With the aim of reducing their vulnerability, the Alliance of Biodiversity International and CIAT together with partner organizations is piloting a Coffee Climate Protection Insurance (CCPI) scheme to enhance the capacity of smallholders and agribusinesses to cope with climate variability and change. The scheme incorporates the use of forecasts into agro-advisories, and an integrated index insurance approach for drought, excessive rainfall and temperature for coffee farmers to reduce risks and encourage good farm-management practices."
2173,INIT-26,Initiative output,Knowledge product,Achieving gender-just agri-food systems: how can voluntary sustainability systems contribute?,"Enhancing women’s voices, meaningful participation and leadership in agri-food systems is not only key to increasing the empowerment of women but can also lead to more just and resilient agri-food systems. Despite these co-benefits, not all schemes and initatives are taking a proactive role in integrating gender equality measures. There are few purposive references to gender equality in standards and the focus is too often limited to the concept of ‘do-no-harm’ as opposed to ‘do-more-good’. Women’s contributions to value chains have not always been recognised and addressed coherently in standards, limiting their potential for representation and decision-making. How can voluntary sustainability systems contribute to women’s effective participation and opportunities for leadership in value chains and rural communities? How would that lead to building more resilient agri-food systems in the context of climate change? How do we develop approaches that simultaneously support gender equality and other sustainability outcomes and do not increase vulnerability for women in all their diversity? This Evidensia learning event, in partnership with the Alliance of Bioversity International and CIAT, on behalf of CGIAR’s HER+: Harnessing gender and social equality for resilience in agrifood systems Initiative, explored these questions. We built on the forthcoming HER+ Working Paper on voluntary sustainability standards, adding diverse perspectives from practice.",Miranda Morgan,(2) Principal,(2) Principal,NA,0,NA,No,NA,NA,NA,CIAT (Alliance),NA,"• [INIT-26] Evidence Map documenting public 
and private sector policies that 
successfully support women’s 
resilience to CC",• Resilient Agrifood Systems,"• Climate Adaptation and Mitigation
 • Environmental Health and Biodiversity
 • Gender Equality, Youth and Social Inclusion
 • Nutrition, Health and Food Security
 • Poverty Reduction, Livelihoods and Jobs","• Goal 1: No Poverty
 • Goal 13: Climate Action
 • Goal 5: Gender Equality","• FTA - Fairtrade Africa [Innovation] - Kenya
 • FEMNET - African Women's Development and Communications Network [Innovation] - Kenya
 • WWWRAINFORESTALLIANCE - Rainforest Alliance [Innovation] - United States of America",NA,NA,NA,https://cgspace.cgiar.org/handle/10568/127503,NA,NA,Presentation,Methods,Achieving gender-just agri-food systems: how can voluntary sustainability systems contribute?,Economic and/or policy analysis,Gender: voluntary sustainability systems; Policy analysis,"Enhancing women’s voices, meaningful participation and leadership in agri-food systems is not only key to increasing the empowerment of women but can also lead to more just and resilient agri-food systems. Despite these co-benefits, not all schemes and initatives are taking a proactive role in integrating gender equality measures. There are few purposive references to gender equality in standards and the focus is too often limited to the concept of ‘do-no-harm’ as opposed to ‘do-more-good’. Women’s contributions to value chains have not always been recognised and addressed coherently in standards, limiting their potential for representation and decision-making. How can voluntary sustainability systems contribute to women’s effective participation and opportunities for leadership in value chains and rural communities? How would that lead to building more resilient agri-food systems in the context of climate change? How do we develop approaches that simultaneously support gender equality and other sustainability outcomes and do not increase vulnerability for women in all their diversity? This Evidensia learning event, in partnership with the Alliance of Bioversity International and CIAT, on behalf of CGIAR’s HER+: Harnessing gender and social equality for resilience in agrifood systems Initiative, explored these questions. We built on the forthcoming HER+ Working Paper on voluntary sustainability standards, adding diverse perspectives from practice."
